name,iso3,year,percent,residence,indicator,pop,region,income_id
Hungary,HUN,2000,63.88115863439972,national,Safely managed,10220508.7890625,Europe & Central Asia,HIC
Hungary,HUN,2010,75.04872452219072,national,Safely managed,9927379.8828125,Europe & Central Asia,HIC
Hungary,HUN,2020,87.780486501072,national,Safely managed,9660349.609375,Europe & Central Asia,HIC
Iceland,ISL,2000,41.85407095280075,national,Safely managed,280438.9953613281,Europe & Central Asia,HIC
Iceland,ISL,2010,62.68396140413262,national,Safely managed,320342.0104980469,Europe & Central Asia,HIC
Iceland,ISL,2020,83.68756132257438,national,Safely managed,341250,Europe & Central Asia,HIC
India,IND,2000,6.582622413936268,national,Safely managed,1056575500,South Asia,LMC
India,IND,2010,25.37938816074447,national,Safely managed,1234281125,South Asia,LMC
India,IND,2020,45.90965898713165,national,Safely managed,1380004375,South Asia,LMC
Indonesia,IDN,2000,NA,national,Safely managed,211513828.125,East Asia & Pacific,LMC
Indonesia,IDN,2010,NA,national,Safely managed,241834218.75,East Asia & Pacific,LMC
Indonesia,IDN,2020,NA,national,Safely managed,273523625,East Asia & Pacific,LMC
Iran (Islamic Republic of),IRN,2000,NA,national,Safely managed,65623398.4375,Middle East & North Africa,LMC
Iran (Islamic Republic of),IRN,2010,NA,national,Safely managed,73762515.625,Middle East & North Africa,LMC
Iran (Islamic Republic of),IRN,2020,NA,national,Safely managed,83992953.125,Middle East & North Africa,LMC
Iraq,IRQ,2000,32.89814045261809,national,Safely managed,23497589.84375,Middle East & North Africa,UMC
Iraq,IRQ,2010,38.02676548618412,national,Safely managed,29741976.5625,Middle East & North Africa,UMC
Iraq,IRQ,2020,42.87731862267459,national,Safely managed,40222503.90625,Middle East & North Africa,UMC
Ireland,IRL,2000,53.92023579956555,national,Safely managed,3783094.970703125,Europe & Central Asia,HIC
Ireland,IRL,2010,70.18702353200165,national,Safely managed,4554330.078125,Europe & Central Asia,HIC
Ireland,IRL,2020,82.89898929328778,national,Safely managed,4937795.8984375,Europe & Central Asia,HIC
Isle of Man,IMN,2000,NA,national,Safely managed,76942.00134277344,Europe & Central Asia,HIC
Isle of Man,IMN,2010,NA,national,Safely managed,84856.00280761719,Europe & Central Asia,HIC
Isle of Man,IMN,2020,NA,national,Safely managed,85031.99768066406,Europe & Central Asia,HIC
Israel,ISR,2000,79.81501086839906,national,Safely managed,5945949.21875,Middle East & North Africa,HIC
Israel,ISR,2010,87.39807076504194,national,Safely managed,7346445.80078125,Middle East & North Africa,HIC
Israel,ISR,2020,94.96232761625151,national,Safely managed,8655541.015625,Middle East & North Africa,HIC
Italy,ITA,2000,95.64219410282524,national,Safely managed,56692179.6875,Europe & Central Asia,HIC
Italy,ITA,2010,95.69591975261405,national,Safely managed,59325230.46875,Europe & Central Asia,HIC
Italy,ITA,2020,95.7833950675558,national,Safely managed,60461828.125,Europe & Central Asia,HIC
Jamaica,JAM,2000,NA,national,Safely managed,2654697.998046875,Latin America & Caribbean,UMC
Jamaica,JAM,2010,NA,national,Safely managed,2810464.111328125,Latin America & Caribbean,UMC
Jamaica,JAM,2020,NA,national,Safely managed,2961160.888671875,Latin America & Caribbean,UMC
Japan,JPN,2000,73.03258581547924,national,Safely managed,127524171.875,East Asia & Pacific,HIC
Japan,JPN,2010,77.36110127811816,national,Safely managed,128542351.5625,East Asia & Pacific,HIC
Japan,JPN,2020,81.42986093179312,national,Safely managed,126476460.9375,East Asia & Pacific,HIC
Jordan,JOR,2000,75.57301435685304,national,Safely managed,5122495.1171875,Middle East & North Africa,UMC
Jordan,JOR,2010,79.28402183750218,national,Safely managed,7261541.015625,Middle East & North Africa,UMC
Jordan,JOR,2020,82.27367940983441,national,Safely managed,10203139.6484375,Middle East & North Africa,UMC
Kazakhstan,KAZ,2000,NA,national,Safely managed,14922723.6328125,Europe & Central Asia,UMC
Kazakhstan,KAZ,2010,NA,national,Safely managed,16252273.4375,Europe & Central Asia,UMC
Kazakhstan,KAZ,2020,NA,national,Safely managed,18776707.03125,Europe & Central Asia,UMC
Kenya,KEN,2000,NA,national,Safely managed,31964556.640625,Sub-Saharan Africa,LMC
Kenya,KEN,2010,NA,national,Safely managed,42030683.59375,Sub-Saharan Africa,LMC
Kenya,KEN,2020,NA,national,Safely managed,53771300.78125,Sub-Saharan Africa,LMC
Kiribati,KIR,2000,16.00249394623726,national,Safely managed,84404.998779296875,East Asia & Pacific,LMC
Kiribati,KIR,2010,22.71219897069014,national,Safely managed,102930.0003051758,East Asia & Pacific,LMC
Kiribati,KIR,2020,26.66472691728754,national,Safely managed,119445.9991455078,East Asia & Pacific,LMC
Kuwait,KWT,2000,100,national,Safely managed,2045123.046875,Middle East & North Africa,HIC
Kuwait,KWT,2010,100,national,Safely managed,2991884.033203125,Middle East & North Africa,HIC
Kuwait,KWT,2020,100,national,Safely managed,4270562.98828125,Middle East & North Africa,HIC
Kyrgyzstan,KGZ,2000,85.08256520980366,national,Safely managed,4920711.9140625,Europe & Central Asia,LMC
Kyrgyzstan,KGZ,2010,89.24915637433108,national,Safely managed,5422297.8515625,Europe & Central Asia,LMC
Kyrgyzstan,KGZ,2020,92.46858395105619,national,Safely managed,6524190.91796875,Europe & Central Asia,LMC
Lao People's Democratic Republic,LAO,2000,21.69555915843027,national,Safely managed,5323701.171875,East Asia & Pacific,LMC
Lao People's Democratic Republic,LAO,2010,44.08422957560371,national,Safely managed,6249167.96875,East Asia & Pacific,LMC
Lao People's Democratic Republic,LAO,2020,61.38126570529612,national,Safely managed,7275556.15234375,East Asia & Pacific,LMC
Latvia,LVA,2000,52.41175178961677,national,Safely managed,2384149.90234375,Europe & Central Asia,HIC
Latvia,LVA,2010,61.80530966083385,national,Safely managed,2118854.98046875,Europe & Central Asia,HIC
Latvia,LVA,2020,83.40960117269908,national,Safely managed,1886202.026367188,Europe & Central Asia,HIC
Lebanon,LBN,2000,9.42546602434722,national,Safely managed,3842773.92578125,Middle East & North Africa,LMC
Lebanon,LBN,2010,12.8010861472435,national,Safely managed,4953063.96484375,Middle East & North Africa,LMC
Lebanon,LBN,2020,16.28275163848977,national,Safely managed,6825441.89453125,Middle East & North Africa,LMC
Lesotho,LSO,2000,6.956036538039235,national,Safely managed,2032805.053710938,Sub-Saharan Africa,LMC
Lesotho,LSO,2010,28.56272936882638,national,Safely managed,1995574.951171875,Sub-Saharan Africa,LMC
Lesotho,LSO,2020,47.62168822874764,national,Safely managed,2142251.953125,Sub-Saharan Africa,LMC
Liberia,LBR,2000,NA,national,Safely managed,2848447.021484375,Sub-Saharan Africa,LIC
Liberia,LBR,2010,NA,national,Safely managed,3891356.93359375,Sub-Saharan Africa,LIC
Liberia,LBR,2020,NA,national,Safely managed,5057676.7578125,Sub-Saharan Africa,LIC
Libya,LBY,2000,24.83189219796065,national,Safely managed,5357893.06640625,Middle East & North Africa,UMC
Libya,LBY,2010,22.83564948787206,national,Safely managed,6197666.9921875,Middle East & North Africa,UMC
Libya,LBY,2020,21.617049483401,national,Safely managed,6871287.109375,Middle East & North Africa,UMC
Liechtenstein,LIE,2000,98.75,national,Safely managed,33183.99810791016,Europe & Central Asia,HIC
Liechtenstein,LIE,2010,98.75,national,Safely managed,35995.99838256836,Europe & Central Asia,HIC
Liechtenstein,LIE,2020,98.75,national,Safely managed,38137.00103759766,Europe & Central Asia,HIC
Lithuania,LTU,2000,79.53671187944435,national,Safely managed,3501842.041015625,Europe & Central Asia,HIC
Lithuania,LTU,2010,84.23002088910579,national,Safely managed,3123824.951171875,Europe & Central Asia,HIC
Lithuania,LTU,2020,93.93707197847426,national,Safely managed,2722291.015625,Europe & Central Asia,HIC
Luxembourg,LUX,2000,90.88224415632625,national,Safely managed,436105.9875488281,Europe & Central Asia,HIC
Luxembourg,LUX,2010,92.41794700750832,national,Safely managed,507890.0146484375,Europe & Central Asia,HIC
Luxembourg,LUX,2020,96.78404531528795,national,Safely managed,625976.01318359375,Europe & Central Asia,HIC
Madagascar,MDG,2000,3.458752195755493,national,Safely managed,15766805.6640625,Sub-Saharan Africa,LIC
Madagascar,MDG,2010,7.041632577405752,national,Safely managed,21151640.625,Sub-Saharan Africa,LIC
Madagascar,MDG,2020,10.37903328442555,national,Safely managed,27691019.53125,Sub-Saharan Africa,LIC
Malawi,MWI,2000,19.18289749905873,national,Safely managed,11148750.9765625,Sub-Saharan Africa,LIC
Malawi,MWI,2010,21.68798232111269,national,Safely managed,14539609.375,Sub-Saharan Africa,LIC
Malawi,MWI,2020,24.21093279933965,national,Safely managed,19129955.078125,Sub-Saharan Africa,LIC
Malaysia,MYS,2000,65.64841979164245,national,Safely managed,23194251.953125,East Asia & Pacific,UMC
Malaysia,MYS,2010,69.04108319997222,national,Safely managed,28208027.34375,East Asia & Pacific,UMC
Malaysia,MYS,2020,NA,national,Safely managed,32365998.046875,East Asia & Pacific,UMC
Maldives,MDV,2000,NA,national,Safely managed,279395.99609375,South Asia,UMC
Maldives,MDV,2010,NA,national,Safely managed,365730.0109863281,South Asia,UMC
Maldives,MDV,2020,NA,national,Safely managed,540541.9921875,South Asia,UMC
Mali,MLI,2000,6.130797482868354,national,Safely managed,10946448.2421875,Sub-Saharan Africa,LIC
Mali,MLI,2010,12.85689471710274,national,Safely managed,15049351.5625,Sub-Saharan Africa,LIC
Mali,MLI,2020,19.92464209940177,national,Safely managed,20250833.984375,Sub-Saharan Africa,LIC
Malta,MLT,2000,91.86797469286256,national,Safely managed,393648.9868164063,Middle East & North Africa,HIC
Malta,MLT,2010,91.86797469286256,national,Safely managed,414256.9885253906,Middle East & North Africa,HIC
Malta,MLT,2020,91.86797469286256,national,Safely managed,441539.0014648438,Middle East & North Africa,HIC
Marshall Islands,MHL,2000,NA,national,Safely managed,50754.00161743164,East Asia & Pacific,UMC
Marshall Islands,MHL,2010,NA,national,Safely managed,56361.00006103516,East Asia & Pacific,UMC
Marshall Islands,MHL,2020,NA,national,Safely managed,59194.00024414063,East Asia & Pacific,UMC
Martinique,MTQ,2000,NA,national,Safely managed,387015.9912109375,NA,NA
Martinique,MTQ,2010,NA,national,Safely managed,394665.9851074219,NA,NA
Martinique,MTQ,2020,NA,national,Safely managed,375265.0146484375,NA,NA
Mauritania,MRT,2000,NA,national,Safely managed,2630217.041015625,Sub-Saharan Africa,LMC
Mauritania,MRT,2010,NA,national,Safely managed,3494199.951171875,Sub-Saharan Africa,LMC
Mauritania,MRT,2020,NA,national,Safely managed,4649660.15625,Sub-Saharan Africa,LMC
Mauritius,MUS,2000,NA,national,Safely managed,1185146.97265625,Sub-Saharan Africa,UMC
Mauritius,MUS,2010,NA,national,Safely managed,1247953.002929688,Sub-Saharan Africa,UMC
Mauritius,MUS,2020,NA,national,Safely managed,1271766.967773438,Sub-Saharan Africa,UMC
Mayotte,MYT,2000,NA,national,Safely managed,150330.9936523438,NA,NA
Mayotte,MYT,2010,NA,national,Safely managed,208716.0034179688,NA,NA
Mayotte,MYT,2020,NA,national,Safely managed,272812.98828125,NA,NA
Mexico,MEX,2000,17.82838677155349,national,Safely managed,98899843.75,Latin America & Caribbean,UMC
Mexico,MEX,2010,34.20129297507334,national,Safely managed,114092960.9375,Latin America & Caribbean,UMC
Mexico,MEX,2020,57.34110283784079,national,Safely managed,128932750,Latin America & Caribbean,UMC
Micronesia (Federated States of),FSM,2000,NA,national,Safely managed,107404.9987792969,East Asia & Pacific,LMC
Micronesia (Federated States of),FSM,2010,NA,national,Safely managed,102916.0003662109,East Asia & Pacific,LMC
Micronesia (Federated States of),FSM,2020,NA,national,Safely managed,115021.0037231445,East Asia & Pacific,LMC
Monaco,MCO,2000,100,national,Safely managed,32147.998809814453,Europe & Central Asia,HIC
Monaco,MCO,2010,100,national,Safely managed,35609.00115966797,Europe & Central Asia,HIC
Monaco,MCO,2020,100,national,Safely managed,39243.99948120117,Europe & Central Asia,HIC
Mongolia,MNG,2000,33.27068659897157,national,Safely managed,2397416.9921875,East Asia & Pacific,LMC
Mongolia,MNG,2010,41.47895886186084,national,Safely managed,2719902.099609375,East Asia & Pacific,LMC
Mongolia,MNG,2020,55.53872038117214,national,Safely managed,3278291.9921875,East Asia & Pacific,LMC
Montenegro,MNE,2000,NA,national,Safely managed,NA,Europe & Central Asia,UMC
Montenegro,MNE,2010,33.8808171320653,national,Safely managed,624278.99169921875,Europe & Central Asia,UMC
Montenegro,MNE,2020,45.43822064043187,national,Safely managed,628062.01171875,Europe & Central Asia,UMC
Montserrat,MSR,2000,NA,national,Safely managed,4925.000190734863,NA,NA
Montserrat,MSR,2010,NA,national,Safely managed,4894.999980926514,NA,NA
Montserrat,MSR,2020,NA,national,Safely managed,4999.000072479248,NA,NA
Morocco,MAR,2000,32.1538472707382,national,Safely managed,28793671.875,Middle East & North Africa,LMC
Morocco,MAR,2010,36.1341996896516,national,Safely managed,32343384.765625,Middle East & North Africa,LMC
Morocco,MAR,2020,39.31960908341513,national,Safely managed,36910558.59375,Middle East & North Africa,LMC
Mozambique,MOZ,2000,NA,national,Safely managed,17711925.78125,Sub-Saharan Africa,LIC
Mozambique,MOZ,2010,NA,national,Safely managed,23531566.40625,Sub-Saharan Africa,LIC
Mozambique,MOZ,2020,NA,national,Safely managed,31255435.546875,Sub-Saharan Africa,LIC
Myanmar,MMR,2000,58.38123919342043,national,Safely managed,46719699.21875,East Asia & Pacific,LMC
Myanmar,MMR,2010,61.03403891675951,national,Safely managed,50600828.125,East Asia & Pacific,LMC
Myanmar,MMR,2020,60.71341701517773,national,Safely managed,54409792.96875,East Asia & Pacific,LMC
Namibia,"NAM",2000,NA,national,Safely managed,1794583.0078125,Sub-Saharan Africa,UMC
Namibia,"NAM",2010,NA,national,Safely managed,2118876.953125,Sub-Saharan Africa,UMC
Namibia,"NAM",2020,NA,national,Safely managed,2540916.015625,Sub-Saharan Africa,UMC
Nauru,NRU,2000,NA,national,Safely managed,10335.00003814697,East Asia & Pacific,HIC
Nauru,NRU,2010,NA,national,Safely managed,10008.99982452393,East Asia & Pacific,HIC
Nauru,NRU,2020,NA,national,Safely managed,10833.99963378906,East Asia & Pacific,HIC
Nepal,NPL,2000,9.127947280151647,national,Safely managed,23941099.609375,South Asia,LMC
Nepal,NPL,2010,26.86283220581885,national,Safely managed,27013207.03125,South Asia,LMC
Nepal,NPL,2020,48.64083655694307,national,Safely managed,29136808.59375,South Asia,LMC
Netherlands,NLD,2000,97.44100299705487,national,Safely managed,15926188.4765625,Europe & Central Asia,HIC
Netherlands,NLD,2010,97.46614959700263,national,Safely managed,16682927.734375,Europe & Central Asia,HIC
Netherlands,NLD,2020,97.49706115441384,national,Safely managed,17134873.046875,Europe & Central Asia,HIC
New Caledonia,NCL,2000,NA,national,Safely managed,217263.0004882813,East Asia & Pacific,HIC
New Caledonia,NCL,2010,NA,national,Safely managed,253529.0069580078,East Asia & Pacific,HIC
New Caledonia,NCL,2020,NA,national,Safely managed,285490.9973144531,East Asia & Pacific,HIC
New Zealand,NZL,2000,74.38479966314173,national,Safely managed,3858991.943359375,East Asia & Pacific,HIC
New Zealand,NZL,2010,79.96293988428279,national,Safely managed,4370060.05859375,East Asia & Pacific,HIC
New Zealand,NZL,2020,82.19090812959193,national,Safely managed,4822232.91015625,East Asia & Pacific,HIC
Nicaragua,NIC,2000,NA,national,Safely managed,5069310.05859375,Latin America & Caribbean,LMC
Nicaragua,NIC,2010,NA,national,Safely managed,5824058.10546875,Latin America & Caribbean,LMC
Nicaragua,NIC,2020,NA,national,Safely managed,6624554.19921875,Latin America & Caribbean,LMC
Niger,NER,2000,5.824545887634502,national,Safely managed,11331560.546875,Sub-Saharan Africa,LIC
Niger,NER,2010,11.89706100064494,national,Safely managed,16464025.390625,Sub-Saharan Africa,LIC
Niger,NER,2020,16.18740842772884,national,Safely managed,24206636.71875,Sub-Saharan Africa,LIC
Nigeria,NGA,2000,21.30113182821173,national,Safely managed,122283851.5625,Sub-Saharan Africa,LMC
Nigeria,NGA,2010,25.07123103095782,national,Safely managed,158503203.125,Sub-Saharan Africa,LMC
Nigeria,NGA,2020,30.50948611710985,national,Safely managed,206139593.75,Sub-Saharan Africa,LMC
Niue,NIU,2000,NA,national,Safely managed,1901.999950408936,NA,NA
Niue,NIU,2010,NA,national,Safely managed,1621.999979019165,NA,NA
Niue,NIU,2020,NA,national,Safely managed,1618.000030517578,NA,NA
North Macedonia,MKD,2000,12.88307654819876,national,Safely managed,2034822.998046875,Europe & Central Asia,UMC
North Macedonia,MKD,2010,12.72318656016516,national,Safely managed,2070737.060546875,Europe & Central Asia,UMC
North Macedonia,MKD,2020,12.19672276118517,national,Safely managed,2083379.8828125,Europe & Central Asia,UMC
Northern Mariana Islands,MNP,2000,NA,national,Safely managed,57452.99911499023,East Asia & Pacific,HIC
Northern Mariana Islands,MNP,2010,NA,national,Safely managed,53971.00067138672,East Asia & Pacific,HIC
Northern Mariana Islands,MNP,2020,NA,national,Safely managed,57556.99920654297,East Asia & Pacific,HIC
Norway,NOR,2000,58.56154898507646,national,Safely managed,4499375,Europe & Central Asia,HIC
Norway,NOR,2010,61.93395738631784,national,Safely managed,4885877.9296875,Europe & Central Asia,HIC
Norway,NOR,2020,65.38813798591937,national,Safely managed,5421242.1875,Europe & Central Asia,HIC
Oman,OMN,2000,NA,national,Safely managed,2267972.900390625,Middle East & North Africa,HIC
Oman,OMN,2010,NA,national,Safely managed,3041435.05859375,Middle East & North Africa,HIC
Oman,OMN,2020,NA,national,Safely managed,5106622.0703125,Middle East & North Africa,HIC
Pakistan,PAK,2000,NA,national,Safely managed,142343578.125,South Asia,LMC
Pakistan,PAK,2010,NA,national,Safely managed,179424640.625,South Asia,LMC
Pakistan,PAK,2020,NA,national,Safely managed,220892328.125,South Asia,LMC
